SD-E1BF,􈆿,muṃ,mu.m,𑖦𑖲𑖽
SD-E1C0,􈇀,paṃ,pa.m,𑖢𑖼
SD-E1C2,􈇂,lūṃ,luu.m,𑖩𑖳𑖽
SD-E1C6,􈇆,moṃ,mo.m,𑖦𑖺𑖽
SD-E1CC,􈇌,śa,`sa,𑖫
SD-E1CE,􈇎,śo,`so,𑖫𑖺
SD-E1D3,􈇓,cu,cu,𑖓𑖲
SD-E1D5,􈇕,dhīḥ,dhii.h,𑖠𑖱𑖾
SD-E1D7,􈇗,hāṃ,haa.m,𑖮𑖯𑖽
SD-E1D9,􈇙,rīṃ,rii.m,𑖨𑖱𑖽
SD-E1DA,􈇚,du,du,𑖟𑖲
SD-E1DB,􈇛,nīṃ,nii.m,𑖡𑖱𑖽
SD-E1DD,􈇝,tī,tii,𑖝𑖱
SD-E1DF,􈇟,bhṛṃ,bh.r.m,𑖥𑖴𑖽
SD-E1E4,􈇤,dāṃ,daa.m,𑖟𑖯𑖽
SD-E1E7,􈇧,ghu,ghu,𑖑𑖲
SD-E1E9,􈇩,thu,thu,𑖞𑖲
SD-E1EB,􈇫,jī,jii,𑖕𑖱
SD-E1ED,􈇭,ṣu,.su,𑖬𑖲
SD-E1EF,􈇯,yuṃ,yu.m,𑖧𑖲𑖽
SD-E1F0,􈇰,mū,muu,𑖦𑖳
SD-E1F1,􈇱,ṇā,.naa,𑖜𑖯
SD-E1F2,􈇲,ī,ii,𑗚
SD-E1F5,􈇵,khu,khu,𑖏𑖲
SD-E1F7,􈇷,buḥ,bu.h,𑖤𑖲𑖾
SD-E1F9,􈇹,śū,`suu,𑖫𑖳
SD-E1FD,􈇽,kaiḥ,kai.h,𑖎𑖹𑖾
SD-E241,􈉁,ī,ii,𑗙
SD-E24B,􈉋,deḥ,de.h,𑖟𑖸𑖾
SD-E24D,􈉍,hiḥ,hi.h,𑖮𑖰𑖾
SD-E24E,􈉎,guṃ,gu.m,𑖐𑖲𑖽
SD-E251,􈉑,daiḥ,dai.h,𑖟𑖹𑖾
SD-E254,􈉔,duḥ,du.h,𑖟𑖲𑖾
SD-E256,􈉖,i,i,𑗚
SD-E25A,􈉚,ṣāṃ,.saa.m,𑖬𑖯𑖽
SD-E25B,􈉛,nyāṃ,nyaa.m,𑖗𑖯𑖽
SD-E25D,􈉝,roṃ,ro.m,𑖨𑖺𑖽
SD-E25E,􈉞,miṃ,mi.m,𑖦𑖰𑖽
SD-E266,􈉦,hāḥ,haa.h,𑖮𑖯𑖾
SD-E26A,􈉪,ñā,~naa,𑖗𑖯
SD-E26D,􈉭,kāḥ,kaa.h,𑖎𑖯𑖾
SD-E271,􈉱,ddī,ddii,𑖚𑖱
SD-E272,􈉲,luḥ,lu.h,𑖩𑖲𑖾
SD-E277,􈉷,niḥ,ni.h,𑖡𑖰𑖾
SD-E278,􈉸,thāḥ,thaa.h,𑖞𑖯𑖾
SD-E279,􈉹,loḥ,lo.h,𑖩𑖺𑖾
SD-E27A,􈉺,raiḥ,rai.h,𑖨𑖹𑖾
SD-E27B,􈉻,taiḥ,tai.h,𑖝𑖹𑖾
SD-E27D,􈉽,laiḥ,lai.h,𑖩𑖹𑖾
SD-E27E,􈉾,pīḥ,pii.h,𑖢𑖱𑖾
SD-E2A1,􈊡,dhiṃ,dhi.m,𑖠𑖰𑖽
SD-E2A2,􈊢,līṃ,lii.m,𑖩𑖱𑖽
SD-E2A5,􈊥,dhaṃ,dha.m,𑖠𑖼
SD-E2A6,􈊦,roḥ,ro.h,𑖨𑖺𑖾
SD-E2AB,􈊫,ṇi,.ni,𑖜𑖰
SD-E2B0,􈊰,ḍa,.da,𑖚
SD-E2B1,􈊱,o,o,𑖌
SD-E2B9,􈊹,huṃ,hu.m,𑖮𑖲𑖽
SD-E2BE,􈊾,vāṃ,vaa.m,𑖪𑖯𑖽
SD-E2C0,􈋀,jiṃ,ji.m,𑖕𑖰𑖽
SD-E2C3,􈋃,niṃ,ni.m,𑖡𑖰𑖽
SD-E2C5,􈋅,ddi,ddi,𑖚𑖰
SD-E2C8,􈋈,riṃ,ri.m,𑖨𑖰𑖽
SD-E2CC,􈋌,hīḥ,hii.h,𑖮𑖱𑖾
SD-E2CE,􈋎,śiṃ,`si.m,𑖫𑖰𑖽
SD-E2D1,􈋑,ṭaṃ,.ta.m,𑖘𑖽
SD-E2E6,􈋦,dīṃ,dii.m,𑖟𑖱𑖽
SD-E2ED,􈋭,tīṃ,tii.m,𑖝𑖱𑖽
SD-E2EE,􈋮,dhiḥ,dhi.h,𑖠𑖰𑖾
SD-E2F2,􈋲,dai,dai,𑖟𑖹
SD-E2F6,􈋶,hūṃ,huu.m,𑖮𑖳𑖽
SD-E2F9,􈋹,ttha,ttha,
SD-E2FA,􈋺,khau,khau,𑖏𑖻
SD-E344,􈍄,keḥ,ke.h,𑖎𑖸𑖾
SD-E347,􈍇,,,⬜
SD-E351,􈍑,hūṃ,huu.m,𑖮𑖳𑖼
SD-E352,􈍒,cuṃ,cu.m,𑖓𑖲𑖼
SD-E355,􈍕,,,𑗂
SD-E356,􈍖,jā,jaa,𑖕𑖯
SD-E357,􈍗,ña,~na,
SD-E358,􈍘,ña,~na,
SD-E359,􈍙,ṇa,.na,
SD-E35A,􈍚,,,(
SD-E35B,􈍛,,,)
SD-E35F,􈍟,tū,tuu,𑖝𑖳
SD-E360,􈍠,ta,ta,𑖝
SD-E361,􈍡,dha,dha,𑖠
SD-E362,􈍢,na,na,𑖡
SD-E364,􈍤,nna,nna,
SD-E36C,􈍬,,,[
SD-E36D,􈍭,,,]
SD-E370,􈍰,va,va,𑖪
SD-E371,􈍱,ṅa,^na,𑖒
SD-E372,􈍲,ṅa,^na,𑖒
SD-E373,􈍳,ña,~na,𑖗
SD-E374,􈍴,khṛ,kh.r,𑖏𑖴
SD-E37B,􈍻,dū,duu,𑖟𑖳
SD-E3A4,􈎤,laṃ,la.m,𑖩𑖽
SD-E3A7,􈎧,bhuṃ,bhu.m,𑖥𑖲𑖽
SD-E3AD,􈎭,bu,bu,𑖤𑖲
SD-E3AF,􈎯,jū,juu,𑖕𑖳
SD-E3B0,􈎰,li,li,𑖩𑖰
SD-E3B1,􈎱,tthi,tthi,𑖙𑖰
SD-E3BA,􈎺,,,𑗄
SD-E3BB,􈎻,ha,ha,𑖮
SD-E3BF,􈎿,ḷ,.l,𑖈
SD-E3C1,􈏁,ṛ,.r,𑖆
SD-E3C3,􈏃,huḥ,hu.h,𑖮𑖲𑖾
SD-E3C7,􈏇,dū,duu,𑖟𑖳
SD-E3C8,􈏈,yu,yu,𑖧𑖲
SD-E3D2,􈏒,jū,juu,𑖕𑖳
SD-E3D9,􈏙,śau,`sau,𑖫𑖻
SD-E3DE,􈏞,pu,pu,𑖢𑖲
SD-E3E2,􈏢,juṃ,ju.m,𑖕𑖲𑖽
SD-E3E4,􈏤,gṛṃ,g.r.m,𑖐𑖴𑖽
SD-E3E5,􈏥,sṛ,s.r,𑖭𑖴
SD-E3E8,􈏨,sāṃ,saa.m,𑖭𑖯𑖽
SD-E3EB,􈏫,ṇu,.nu,𑖜𑖲
SD-E3EE,􈏮,dda,dda,𑖚
SD-E3EF,􈏯,pūṃ,puu.m,𑖢𑖳𑖽
SD-E3F5,􈏵,yaṃ,ya.m,𑖧𑖽
SD-E3F9,􈏹,ddhāṃ,ddhaa.m,
SD-E3FC,􈏼,ū,uu,𑖅
SD-E3FD,􈏽,u,u,𑗛
SD-E441,􈑁,saṃ,sa.m,𑖭𑖽
SD-E445,􈑅,dhā,dhaa,𑖠𑖯
SD-E459,􈑙,,,？
SD-E46A,􈑪,ttiṃ,tti.m,𑖘𑖰𑖽
SD-E46D,􈑭,seṃ,se.m,𑖭𑖸𑖽
SD-E471,􈑱,maṃ,ma.m,𑖦𑖼
SD-E472,􈑲,sāḥ,saa.h,𑖭𑖯𑖾
SD-E473,􈑳,māḥ,maa.h,𑖦𑖯𑖾
SD-E4A5,􈒥,dda,dda,
SD-E4B3,􈒳,dhū,dhuu,𑖠𑖳
SD-E4BB,􈒻,ddho,ddho,𑖛𑖺
SD-E4BC,􈒼,ddhai,ddhai,
SD-E4C4,􈓄,lāṃ,laa.m,𑖩𑖯𑖽
SD-E4C5,􈓅,śaṃ,`sa.m,𑖫𑖽
SD-E4CD,􈓍,ṇi,.ni,𑖜𑖰
SD-E4D2,􈓒,ṇai,.nai,𑖜𑖹
SD-E4D3,􈓓,gaṃ,ga.m,𑖐𑖽
SD-E4D4,􈓔,jaṃ,ja.m,𑖕𑖽
SD-E4D7,􈓗,śāṃ,`saa.m,𑖫𑖯𑖽
SD-E4D9,􈓙,ciṃ,ci.m,𑖓𑖰𑖽
SD-E4DB,􈓛,yeḥ,ye.h,𑖧𑖸𑖾
SD-E4DD,􈓝,ṇe,.ne,𑖜𑖸
SD-E4DF,􈓟,ṇaṃ,.na.m,𑖜𑖽
SD-E4E0,􈓠,ṇaḥ,.na.h,𑖜𑖾
SD-E4E7,􈓧,kṝ,k.rr,𑖎𑖵
SD-E4EA,􈓪,huṃ,hu.m,𑖮𑖲𑖽
SD-E4EC,􈓬,ṭā,.taa,𑖘𑖯
SD-E4ED,􈓭,ṭaḥ,.ta.h,𑖘𑖾
SD-E4F7,􈓷,nu,nu,𑖡𑖲
SD-E4F9,􈓹,ṭūṃ,.tuu.m,𑖘𑖳𑖽
SD-E4FE,􈓾,vāṃ,vaa.m,𑖪𑖯𑖽
SD-E543,􈕃,ttāṃ,ttaa.m,
SD-E546,􈕆,ṣū,.suu,𑖬𑖳
SD-E548,􈕈,pāṃ,paa.m,𑖢𑖯𑖽
SD-E550,􈕐,yū,yuu,𑖧𑖳
SD-E557,􈕗,khū,khuu,𑖏𑖳
SD-E561,􈕡,cū,cuu,𑖓𑖳
SD-E563,􈕣,ddhaḥ,ddha.h,
SD-E564,􈕤,dhūḥ,dhuu.h,𑖠𑖳𑖾
SD-E565,􈕥,dhuṃ,dhu.m,𑖠𑖲𑖽
SD-E56A,􈕪,ghū,ghuu,𑖑𑖳
SD-E56B,􈕫,ghuṃ,ghu.m,𑖑𑖲𑖽
SD-E573,􈕳,lūṃ,luu.m,𑖩𑖳𑖽
SD-E5A1,􈖡,ṇu,.nu,𑖜𑖲
SD-E5A2,􈖢,phu,phu,𑖣𑖲
SD-E5A3,􈖣,phuḥ,phu.h,𑖣𑖲𑖾
SD-E5A6,􈖦,puḥ,pu.h,𑖢𑖲𑖾
SD-E5B1,􈖱,thiṃ,thi.m,𑖞𑖰𑖽
SD-E5B2,􈖲,ṭhū,.thuu,𑖙𑖳
SD-E5C3,􈗃,śu,`su,𑖫𑖲
SD-E5C4,􈗄,jāṃ,jaa.m,𑖕𑖯𑖽
SD-E5C5,􈗅,ḍhāṃ,.dhaa.m,𑖛𑖯𑖽
SD-E5C6,􈗆,nū,nuu,𑖡𑖳
SD-E5C7,􈗇,bū,buu,𑖤𑖳
SD-E5C9,􈗉,lū,luu,𑖩𑖳
SD-E5D2,􈗒,nnāṃ,nnaa.m,𑖜𑖯𑖽
