㖈 䎛 U+3588 U+439B
覆 䨱 U+8986 U+4A31
覈 𩅢 U+8988 U+29162
規 䂓 U+898F U+4093
規 𩑬 U+898F U+2946C
覓 覔 U+8993 U+8994
視 眎 U+8996 U+770E
視 眡 U+8996 U+7721
覘 䦓 U+8998 U+4993
覘 𦕒 U+8998 U+26552
親 寴 U+89AA U+5BF4
覶 覼 U+89B6 U+89BC
覷 覰 U+89B7 U+89B0
覺 斍 U+89BA U+658D
覺 覐 U+89BA U+8990
覺 覚 U+89BA U+899A
覽 覧 U+89BD U+89A7
觀 観 U+89C0 U+89B3
觀 𥍊 U+89C0 U+2534A
觀 覌 U+89C0 U+898C
角 𧢲 U+89D2 U+278B2
觚 𧣋 U+89DA U+278CB
觚 𧣗 U+89DA U+278D7
觝 𧣓 U+89DD U+278D3
觠 𩓫 U+89E0 U+294EB
解 觧 U+89E3 U+89E7
觥 觵 U+89E5 U+89F5
觫 𧥆 U+89EB U+27946
觱 𧥑 U+89F1 U+27951
觱 𥷑 U+89F1 U+25DD1
觱 𧤅 U+89F1 U+27905
觴 𨢩 U+89F4 U+288A9
觶 𧣄 U+89F6 U+278C4
觸 𧢻 U+89F8 U+278BB
觿 𧤪 U+89FF U+2792A
觿 𧣽 U+89FF U+278FD
言 𢍗 U+8A00 U+22357
訊 訙 U+8A0A U+8A19
訊 䛜 U+8A0A U+46DC
訊 𠱖 U+8A0A U+20C56
訓 𧥥 U+8A13 U+27965
訕 䚲 U+8A15 U+46B2
訕 𧧪 U+8A15 U+279EA
訛 譌 U+8A1B U+8B4C
訞 𧨶 U+8A1E U+27A36
訟 吅 U+8A1F U+5405
訟 㕬 U+8A1F U+356C
訟 䛦 U+8A1F U+46E6
訴 𧩯 U+8A34 U+27A6F
訶 𧪆 U+8A36 U+27A86
訶 㱒 U+8A36 U+3C52
診 𧭉 U+8A3A U+27B49
診 𧦜 U+8A3A U+2799C
診 𧧂 U+8A3A U+279C2
訾 𧩢 U+8A3E U+27A62
訾 𤺒 U+8A3E U+24E92
訾 訿 U+8A3E U+8A3F
訾 𢋀 U+8A3E U+222C0
詆 𧦚 U+8A46 U+2799A
詆 𠯞 U+8A46 U+20BDE
詍 㖂 U+8A4D U+3582
詑 𧦧 U+8A51 U+279A7
詗 𧨝 U+8A57 U+27A1D
詛 𥛜 U+8A5B U+256DC
詞 𧥝 U+8A5E U+2795D
詠 咏 U+8A60 U+548F
詢 𧪂 U+8A62 U+27A82
詩 𧥳 U+8A69 U+27973
詬 訽 U+8A6C U+8A3D
話 䛡 U+8A71 U+46E1
話 舙 U+8A71 U+8219
詳 𧨢 U+8A73 U+27A22
詹 𦧕 U+8A79 U+269D5
詾 訩 U+8A7E U+8A29
誁 𧩱 U+8A81 U+27A71
誇 𧩊 U+8A87 U+27A4A
誇 𧧳 U+8A87 U+279F3
誓 𣂯 U+8A93 U+230AF
誕 𧩙 U+8A95 U+27A59
誖 𢨋 U+8A96 U+22A0B
誘 䛻 U+8A98 U+46FB
誡 𧪖 U+8AA1 U+27A96
誤 悞 U+8AA4 U+609E
誥 𢍎 U+8AA5 U+2234E
誨 𠲯 U+8AA8 U+20CAF
說 説 U+8AAA U+8AAC
誻 𠴲 U+8ABB U+20D32
誼 𧧼 U+8ABC U+279FC
誼 𧨏 U+8ABC U+27A0F
誽 䛔 U+8ABD U+46D4
諄 𧩽 U+8AC4 U+27A7D
諄 𣮢 U+8AC4 U+23BA2
諕 𧬵 U+8AD5 U+27B35
諕 𧫒 U+8AD5 U+27AD2
諛 䛕 U+8ADB U+46D5
諜 𧨯 U+8ADC U+27A2F
諝 㥠 U+8ADD U+3960
諤 讍 U+8AE4 U+8B8D
諫 𧧅 U+8AEB U+279C5
諳 𧫧 U+8AF3 U+27AE7
諶 訦 U+8AF6 U+8A26
諸 𢒕 U+8AF8 U+22495
諺 𠷗 U+8AFA U+20DD7
謀 𠰔 U+8B00 U+20C14
謇 𠽱 U+8B07 U+20F71
謇 𧮎 U+8B07 U+27B8E
謇 𧮈 U+8B07 U+27B88
謇 𧪤 U+8B07 U+27AA4
謊 詤 U+8B0A U+8A64
謎 䛧 U+8B0E U+46E7
謐 䛑 U+8B10 U+46D1
謑 𠿇 U+8B11 U+20FC7
謗 𧩂 U+8B17 U+27A42
謘 𧭟 U+8B18 U+27B5F
謝 𧬄 U+8B1D U+27B04
謠 謡 U+8B20 U+8B21
謥 𧩪 U+8B25 U+27A6A
謥 𧩟 U+8B25 U+27A5F
謨 𠻚 U+8B28 U+20EDA
謫 𧬍 U+8B2B U+27B0D
謫 讁 U+8B2B U+8B81
謼 𠻢 U+8B3C U+20EE2
謾 𧬒 U+8B3E U+27B12
謾 㗄 U+8B3E U+35C4
譀 𧧴 U+8B40 U+279F4
譁 哗 U+8B41 U+54D7
譔 𧩿 U+8B54 U+27A7F
譖 𧮂 U+8B56 U+27B82
識 𧨺 U+8B58 U+27A3A
譚 䜖 U+8B5A U+4716
譜 𧭘 U+8B5C U+27B58
譜 諩 U+8B5C U+8AE9
譬 𨐫 U+8B6C U+2842B
譭 䛼 U+8B6D U+46FC
譯 訳 U+8B6F U+8A33
護 䕶 U+8B77 U+4576
譸 𡃮 U+8B78 U+210EE
譺 𧭐 U+8B7A U+27B50
譽 𣁎 U+8B7D U+2304E
譾 謭 U+8B7E U+8B2D
讀 読 U+8B80 U+8AAD
讅 谉 U+8B85 U+8C09
讆 讏 U+8B86 U+8B8F
變 变 U+8B8A U+53D8
變 変 U+8B8A U+5909
讋 詟 U+8B8B U+8A5F
讌 𧮃 U+8B8C U+27B83
讎 讐 U+8B8E U+8B90
讎 𠵁 U+8B8E U+20D41
讎 𩀕 U+8B8E U+29015
讒 䜛 U+8B92 U+471B
讓 譲 U+8B93 U+8B72
讓 𦦬 U+8B93 U+269AC
讕 𧮧 U+8B95 U+27BA7
讕 𧬘 U+8B95 U+27B18
讖 䜟 U+8B96 U+471F
讚 讃 U+8B9A U+8B83
讜 𧩡 U+8B9C U+27A61
讟 㾄 U+8B9F U+3F84
谹 𧮯 U+8C39 U+27BAF
谿 嵠 U+8C3F U+5D60
豁 𧯆 U+8C41 U+27BC6
豆 䇺 U+8C46 U+41FA
豇 䜶 U+8C47 U+4736
豋 㽅 U+8C4B U+3F45
豌 𧯡 U+8C4C U+27BE1
豎 竖 U+8C4E U+7AD6
豎 竪 U+8C4E U+7AEA
豎 𥪡 U+8C4E U+25AA1
豎 䜿 U+8C4E U+473F
豐 𣍈 U+8C50 U+23348
豔 𧰟 U+8C54 U+27C1F
豔 艶 U+8C54 U+8276
豔 艷 U+8C54 U+8277
豔 𧰚 U+8C54 U+27C1A
豔 豓 U+8C54 U+8C53
豕 豕 U+8C55 U+2F9D2
豕 𡰯 U+8C55 U+21C2F
豕 𧰬 U+8C55 U+27C2C
豕 𧰧 U+8C55 U+27C27
豚 㹠 U+8C5A U+3E60
豚 豘 U+8C5A U+8C58
豚 𤜨 U+8C5A U+24728
豜 豣 U+8C5C U+8C63
豝 𤜱 U+8C5D U+24731
豝 羓 U+8C5D U+7F93
象 𤊱 U+8C61 U+242B1
象 𤉢 U+8C61 U+24262
豤 𧳢 U+8C64 U+27CE2
豫 𠄛 U+8C6B U+2011B
豬 𢑳 U+8C6C U+22473
豬 𧳯 U+8C6C U+27CEF
豬 猪 U+8C6C U+732A
豳 㟗 U+8C73 U+37D7
豵 䝋 U+8C75 U+474B
豷 𤡬 U+8C77 U+2486C
豹 𤝧 U+8C79 U+24767
豺 犲 U+8C7A U+72B2
貀 𤝒 U+8C80 U+24752
貁 𤜴 U+8C81 U+24734
貂 鼦 U+8C82 U+9F26
貅 䝗 U+8C85 U+4757
貉 狢 U+8C89 U+72E2
貉 𧲪 U+8C89 U+27CAA
貌 𧳖 U+8C8C U+27CD6
貌 𧳒 U+8C8C U+27CD2
貌 䫉 U+8C8C U+4AC9
貌 㹸 U+8C8C U+3E78
貌 貎 U+8C8C U+8C8E
貌 㒵 U+8C8C U+34B5
貌 皃 U+8C8C U+7683
貌 𦴭 U+8C8C U+26D2D
貌 𧳓 U+8C8C U+27CD3
貐 㺄 U+8C90 U+3E84
貓 猫 U+8C93 U+732B
貔 𤠞 U+8C94 U+2481E
貙 𤠾 U+8C99 U+2483E
貝 蛽 U+8C9D U+86FD
貞 𠨀 U+8C9E U+20A00
財 㒲 U+8CA1 U+34B2
貤 𥅓 U+8CA4 U+25153
貤 䝯 U+8CA4 U+476F
貤 𥃸 U+8CA4 U+250F8
貧 𡧋 U+8CA7 U+219CB
貨 𧴦 U+8CA8 U+27D26
貨 䞈 U+8CA8 U+4788
販 𧶶 U+8CA9 U+27DB6
責 𧵩 U+8CAC U+27D69
貯 贮 U+8CAF U+8D2E
貳 弍 U+8CB3 U+5F0D
貴 𡭙 U+8CB4 U+21B59
貴 䝿 U+8CB4 U+477F
貺 𧵮 U+8CBA U+27D6E
貿 𧵍 U+8CBF U+27D4D
貿 𧵲 U+8CBF U+27D72
貿 𧴵 U+8CBF U+27D35
貿 𧶻 U+8CBF U+27DBB
賄 𧶅 U+8CC4 U+27D85
賊 戝 U+8CCA U+621D
賓 賔 U+8CD3 U+8CD4
賓 𥦎 U+8CD3 U+2598E
賚 𧶘 U+8CDA U+27D98
賚 𧶛 U+8CDA U+27D9B
賜 𧶽 U+8CDC U+27DBD
賢 贒 U+8CE2 U+8D12
賢 臤 U+8CE2 U+81E4
賣 𧷨 U+8CE3 U+27DE8
賣 𧷓 U+8CE3 U+27DD3
賣 売 U+8CE3 U+58F2
賤 𧶤 U+8CE4 U+27DA4
質 貭 U+8CEA U+8CAD
賭 𧶴 U+8CED U+27DB4
賴 頼 U+8CF4 U+983C
賵 𠙒 U+8CF5 U+20652
賸 䞉 U+8CF8 U+4789
賸 𧷽 U+8CF8 U+27DFD
賺 贃 U+8CFA U+8D03
賺 𧸖 U+8CFA U+27E16
賾 𡄙 U+8CFE U+21119
賾 𦣱 U+8CFE U+268F1
賾 𧷤 U+8CFE U+27DE4
贅 𧷌 U+8D05 U+27DCC
贆 𧷼 U+8D06 U+27DFC
贊 賛 U+8D0A U+8CDB
贍 𩟋 U+8D0D U+297CB
贓 賍 U+8D13 U+8CCD
贓 贜 U+8D13 U+8D1C
贗 偐 U+8D17 U+5050
贗 贋 U+8D17 U+8D0B
贙 𧷠 U+8D19 U+27DE0
贛 𥫔 U+8D1B U+25AD4
赤 𤆍 U+8D64 U+2418D
赤 烾 U+8D64 U+70FE
赦 𢼜 U+8D66 U+22F1C
赦 𤆅 U+8D66 U+24185
赧 𧹞 U+8D67 U+27E5E
赧 𢠱 U+8D67 U+22831
赫 𡎓 U+8D6B U+21393
赫 焃 U+8D6B U+7103
赫 𧹘 U+8D6B U+27E58
赫 𦮰 U+8D6B U+26BB0
赬 䞓 U+8D6C U+4793
走 𧺆 U+8D70 U+27E86
走 㞫 U+8D70 U+37AB
走 𡗱 U+8D70 U+215F1
走 赱 U+8D70 U+8D71
赴 𨕍 U+8D74 U+2854D
赶 𢆝 U+8D76 U+2219D
起 𧺫 U+8D77 U+27EAB
起 𡆡 U+8D77 U+211A1
趁 趂 U+8D81 U+8D82
越 𦈭 U+8D8A U+2622D
趑 趦 U+8D91 U+8DA6
趑 赼 U+8D91 U+8D7C
趙 𧺉 U+8D99 U+27E89
趠 𧻠 U+8DA0 U+27EE0
趣 𧼈 U+8DA3 U+27F08
趥 䠓 U+8DA5 U+4813
趨 趋 U+8DA8 U+8D8B
趯 䢰 U+8DAF U+48B0
趲 䟎 U+8DB2 U+47CE
足 𠯁 U+8DB3 U+20BC1
趶 𧿉 U+8DB6 U+27FC9
趺 𨁜 U+8DBA U+2805C
跅 𨂫 U+8DC5 U+280AB
跅 𧿧 U+8DC5 U+27FE7
跇 𨂰 U+8DC7 U+280B0
跋 䟦 U+8DCB U+47E6
跋 𧿡 U+8DCB U+27FE1
跎 𧿶 U+8DCE U+27FF6
跗 𨁵 U+8DD7 U+28075
跗 𧿤 U+8DD7 U+27FE4
跘 𨀷 U+8DD8 U+28037
跚 𨀢 U+8DDA U+28022
跛 㝿 U+8DDB U+377F
跟 𣥦 U+8DDF U+23966
跡 迹 U+8DE1 U+8FF9
跨 𨀗 U+8DE8 U+28017
跨 𧿾 U+8DE8 U+27FFE
跪 𧻜 U+8DEA U+27EDC
跬 䞨 U+8DEC U+47A8
跺 跥 U+8DFA U+8DE5
跾 𨁀 U+8DFE U+28040
跿 𨃝 U+8DFF U+280DD
踊 𧻹 U+8E0A U+27EF9
踑 𧿁 U+8E11 U+27FC1
踑 䟚 U+8E11 U+47DA
踖 𨅦 U+8E16 U+28166
踡 䠰 U+8E21 U+4830
踣 䞳 U+8E23 U+47B3
踵 歱 U+8E35 U+6B71
踼 𨃠 U+8E3C U+280E0
蹀 𨁻 U+8E40 U+2807B
蹄 蹏 U+8E44 U+8E4F
蹇 䮿 U+8E47 U+4BBF
蹈 𨂻 U+8E48 U+280BB
蹈 𨂆 U+8E48 U+28086
蹋 𨆚 U+8E4B U+2819A
蹋 蹹 U+8E4B U+8E79
蹋 𨀡 U+8E4B U+28021
蹕 𠌫 U+8E55 U+2032B
蹙 䠞 U+8E59 U+481E
蹚 𨅨 U+8E5A U+28168
蹝 𨁾 U+8E5D U+2807E
蹠 𨂂 U+8E60 U+28082
蹡 𧽩 U+8E61 U+27F69
蹢 𨅙 U+8E62 U+28159
蹢 豴 U+8E62 U+8C74
蹤 踪 U+8E64 U+8E2A
蹤 踨 U+8E64 U+8E28
蹦 𨁝 U+8E66 U+2805D
蹩 䠥 U+8E69 U+4825
蹲 𨀛 U+8E72 U+2801B
蹴 蹵 U+8E74 U+8E75
蹶 蹷 U+8E76 U+8E77
蹶 𨄬 U+8E76 U+2812C
蹶 𨇮 U+8E76 U+281EE
蹼 𨆯 U+8E7C U+281AF
躁 𨅶 U+8E81 U+28176
躅 䠱 U+8E85 U+4831
躇 䠧 U+8E87 U+4827
躋 䠁 U+8E8B U+4801
躓 𨂤 U+8E93 U+280A4
躕 𨅒 U+8E95 U+28152
躕 䟞 U+8E95 U+47DE
躗 躛 U+8E97 U+8E9B
躚 蹮 U+8E9A U+8E6E
躚 𨇤 U+8E9A U+281E4
躞 𨇾 U+8E9E U+281FE
躠 𨇨 U+8EA0 U+281E8
躬 躳 U+8EAC U+8EB3
躲 躱 U+8EB2 U+8EB1
軀 𨈬 U+8EC0 U+2822C
車 𨏖 U+8ECA U+283D6
車 𠦴 U+8ECA U+209B4
軌 䡄 U+8ECC U+4844
軌 𧗝 U+8ECC U+275DD
軌 𨑍 U+8ECC U+2844D
軍 𡗽 U+8ECD U+215FD
軓 𨊠 U+8ED3 U+282A0
軟 輭 U+8EDF U+8F2D
軥 䡆 U+8EE5 U+4846
軫 𨋎 U+8EEB U+282CE
軫 𨋏 U+8EEB U+282CF
軸 𨌇 U+8EF8 U+28307
軺 𨍳 U+8EFA U+28373
軿 輧 U+8EFF U+8F27
輀 𨎪 U+8F00 U+283AA
較 䡈 U+8F03 U+4848
載 𡙺 U+8F09 U+2167A
輒 輙 U+8F12 U+8F19
輓 𨌔 U+8F13 U+28314
輕 䡖 U+8F15 U+4856
輕 𨌷 U+8F15 U+28337
輕 軽 U+8F15 U+8EFD
輛 輌 U+8F1B U+8F0C
輜 𨍟 U+8F1C U+2835F
輞 𨊾 U+8F1E U+282BE
輟 𨌸 U+8F1F U+28338
輠 𨍹 U+8F20 U+28379
輦 𨘧 U+8F26 U+28627
輦 𨍻 U+8F26 U+2837B
輩 軰 U+8F29 U+8EF0
輯 𨎵 U+8F2F U+283B5
輴 䡅 U+8F34 U+4845
輹 𨋩 U+8F39 U+282E9
輾 𨋁 U+8F3E U+282C1
輾 𨋃 U+8F3E U+282C3
轀 輼 U+8F40 U+8F3C
轂 軲 U+8F42 U+8EF2
轂 𨍔 U+8F42 U+28354
轄 䡷 U+8F44 U+4877
轄 鎋 U+8F44 U+938B
轆 𨏔 U+8F46 U+283D4
轆 樚 U+8F46 U+6A1A
轉 転 U+8F49 U+8EE2
轗 㙳 U+8F57 U+3673
轠 𨎿 U+8F60 U+283BF
轢 𨍮 U+8F62 U+2836E
辛 𨐌 U+8F9B U+2840C
辜 𡱨 U+8F9C U+21C68
辜 𦍬 U+8F9C U+2636C
辜 𢪿 U+8F9C U+22ABF
辟 𠊸 U+8F9F U+202B8
辟 𠈳 U+8F9F U+20233
辣 辢 U+8FA3 U+8FA2
辦 办 U+8FA6 U+529E
辨 㸤 U+8FA8 U+3E24
辭 辤 U+8FAD U+8FA4
辭 辞 U+8FAD U+8F9E
辭 𤔲 U+8FAD U+24532
辯 𧦬 U+8FAF U+279AC
辯 𧦪 U+8FAF U+279AA
辯 䛒 U+8FAF U+46D2
辰 𠩟 U+8FB0 U+20A5F
辰 𠨷 U+8FB0 U+20A37
辱 𢛚 U+8FB1 U+226DA
辱 𢟲 U+8FB1 U+227F2
農 莀 U+8FB2 U+8380
農 䢉 U+8FB2 U+4889
農 辳 U+8FB2 U+8FB3
迅 𨑷 U+8FC5 U+28477
迍 𨑞 U+8FCD U+2845E
近 𣥍 U+8FD1 U+2394D
迤 𨒶 U+8FE4 U+284B6
迥 㢠 U+8FE5 U+38A0
迥 逈 U+8FE5 U+9008
迪 廸 U+8FEA U+5EF8
迫 廹 U+8FEB U+5EF9
迮 𨕠 U+8FEE U+28560
迴 廻 U+8FF4 U+5EFB
迴 𢌞 U+8FF4 U+2231E
迸 𨔧 U+8FF8 U+28527
退 𨑧 U+9000 U+28467
退 𨓆 U+9000 U+284C6
退 𨔫 U+9000 U+2852B
退 𢓇 U+9000 U+224C7
送 𨕩 U+9001 U+28569
逃 迯 U+9003 U+8FEF
逃 𧻏 U+9003 U+27ECF
逃 𨒯 U+9003 U+284AF
透 䞬 U+900F U+47AC
逐 𢄘 U+9010 U+22118
逖 逷 U+9016 U+9037
這 这 U+9019 U+8FD9
通 𢓶 U+901A U+224F6
速 𧫣 U+901F U+27AE3
速 𧫷 U+901F U+27AF7
造 艁 U+9020 U+8241
逡 𢓭 U+9021 U+224ED
逭 𨙕 U+902D U+28655
進 𨗃 U+9032 U+285C3
逸 𤖍 U+9038 U+2458D
逾 㢏 U+903E U+388F
遁 𨔡 U+9041 U+28521
遂 𨒉 U+9042 U+28489
遄 𨒎 U+9044 U+2848E
遇 𠓱 U+9047 U+204F1
遊 𨒰 U+904A U+284B0
遊 逰 U+904A U+9030
運 𨔪 U+904B U+2852A
遍 徧 U+904D U+5FA7
過 过 U+904E U+8FC7
遒 逎 U+9052 U+900E
道 𨕥 U+9053 U+28565
道 衟 U+9053 U+885F
達 𨖫 U+9054 U+285AB
達 𨔶 U+9054 U+28536
達 逹 U+9054 U+9039
違 𨔻 U+9055 U+2853B
遙 𨖈 U+9059 U+28588
遝 𨓬 U+905D U+284EC
遞 逓 U+905E U+9013
遠 逺 U+9060 U+903A
遠 𢕱 U+9060 U+22571
適 𡣪 U+9069 U+218EA
適 𨗁 U+9069 U+285C1
遫 𨔤 U+906B U+28524
遲 𨒈 U+9072 U+28488
遲 遟 U+9072 U+905F
遲 邌 U+9072 U+908C
遲 遅 U+9072 U+9045
遴 𨗄 U+9074 U+285C4
遵 𢍲 U+9075 U+22372
遷 𨙘 U+9077 U+28658
遷 迁 U+9077 U+8FC1
遷 𨙞 U+9077 U+2865E
遷 𨒿 U+9077 U+284BF
遷 𨗢 U+9077 U+285E2
遷 䢬 U+9077 U+48AC
遷 𨙙 U+9077 U+28659
遷 𨕞 U+9077 U+2855E
遷 𢫥 U+9077 U+22AE5
遷 拪 U+9077 U+62EA
遷 𨗺 U+9077 U+285FA
選 𨕖 U+9078 U+28556
遺 𨘤 U+907A U+28624
遺 𧸃 U+907A U+27E03
遺 𨖽 U+907A U+285BD
遺 𧸽 U+907A U+27E3D
遻 𨕣 U+907B U+28563
遼 𨖚 U+907C U+2859A
避 𢕾 U+907F U+2257E
邃 𨗉 U+9083 U+285C9
邃 䆳 U+9083 U+41B3
邃 㥞 U+9083 U+395E
還 还 U+9084 U+8FD8
邅 㣶 U+9085 U+38F6
邇 迩 U+9087 U+8FE9
邇 𨒛 U+9087 U+2849B
邈 𨘷 U+9088 U+28637
邈 𨗿 U+9088 U+285FF
邊 𨓉 U+908A U+284C9
邊 边 U+908A U+8FB9
邊 辺 U+908A U+8FBA
邊 邉 U+908A U+9089
邊 𨕙 U+908A U+28559
邕 𡿷 U+9095 U+21FF7
邕 𪪝 U+9095 U+2AA9D
邠 㟗 U+90A0 U+37D7
邢 郉 U+90A2 U+90C9
那 𨚗 U+90A3 U+28697
那 𨚉 U+90A3 U+28689
那 䢷 U+90A3 U+48B7
那 𨙻 U+90A3 U+2867B
邦 邫 U+90A6 U+90AB
邦 峀 U+90A6 U+5CC0
邦 𨚚 U+90A6 U+2869A
邦 䢶 U+90A6 U+48B6
邦 𨛁 U+90A6 U+286C1
邪 𨚌 U+90AA U+2868C
邶 𨚍 U+90B6 U+2868D
邸 𨚎 U+90B8 U+2868E
郁 喐 U+90C1 U+5590
郁 𩡏 U+90C1 U+2984F
郎 郞 U+90CE U+90DE
郛 𡎽 U+90DB U+213BD
郡 𨛦 U+90E1 U+286E6
郤 𠜗 U+90E4 U+20717
郤 郄 U+90E4 U+90C4
郭 𨟍 U+90ED U+287CD
都 𨜞 U+90FD U+2871E
都 𨛷 U+90FD U+286F7
鄂 䣞 U+9102 U+48DE
鄉 郷 U+9109 U+90F7
鄉 鄕 U+9109 U+9115
鄙 𠴿 U+9119 U+20D3F
鄙 𨝣 U+9119 U+28763
鄮 𨞆 U+912E U+28786
鄮 𨞵 U+912E U+287B5
鄰 厸 U+9130 U+53B8
鄰 隣 U+9130 U+96A3
酃 𨞖 U+9143 U+28796
酅 𨟎 U+9145 U+287CE
酆 鄷 U+9146 U+9137
酉 丣 U+9149 U+4E23
酗 䣱 U+9157 U+48F1
酗 䣴 U+9157 U+48F4
酗 𨠮 U+9157 U+2882E
酥 䜹 U+9165 U+4739
酨 𧟭 U+9168 U+277ED
酬 醻 U+916C U+91BB
酬 𨠩 U+916C U+28829
酬 酧 U+916C U+9167
酸 𨢽 U+9178 U+288BD
醅 𨟷 U+9185 U+287F7
醇 䣩 U+9187 U+48E9
醇 𨣶 U+9187 U+288F6
醉 酔 U+9189 U+9154
醒 𩄆 U+9192 U+29106
醜 魗 U+919C U+9B57
醜 𩳺 U+919C U+29CFA
醜 𣀓 U+919C U+23013
醜 𨢄 U+919C U+28884
醜 𣤫 U+919C U+2392B
醞 醖 U+919E U+9196
醟 𨠕 U+919F U+28815
醫 医 U+91AB U+533B
醬 𨡓 U+91AC U+28853
醬 𤖕 U+91AC U+24595
醬 𨟻 U+91AC U+287FB
醬 𨡰 U+91AC U+28870
醬 𤖙 U+91AC U+24599
醬 醤 U+91AC U+91A4
醮 𥛲 U+91AE U+256F2
醯 𨢘 U+91AF U+28898
醯 䤈 U+91AF U+4908
醹 𨢾 U+91B9 U+288BE
醽 𨣖 U+91BD U+288D6
醽 𨤍 U+91BD U+2890D
釀 醸 U+91C0 U+91B8
釁 𥃘 U+91C1 U+250D8
釁 衅 U+91C1 U+8845
釆 𤓳 U+91C6 U+244F3
釉 𥑤 U+91C9 U+25464
釋 𥸩 U+91CB U+25E29
釋 𥼶 U+91CB U+25F36
里 裏 U+91CC U+88CF
重 𡍴 U+91CD U+21374
野 𡐨 U+91CE U+21428
量 𨤥 U+91CF U+28925
量 𣊹 U+91CF U+232B9
釐 𨤲 U+91D0 U+28932
釜 釡 U+91DC U+91E1
釭 𨊧 U+91ED U+282A7
釵 𨥁 U+91F5 U+28941
釽 䤨 U+91FD U+4928
鈂 䤟 U+9202 U+491F
鈃 銒 U+9203 U+9292
鈍 䤜 U+920D U+491C
鈐 𨥩 U+9210 U+28969
鈕 㺲 U+9215 U+3EB2
鈞 銁 U+921E U+9281
鉞 䤦 U+925E U+4926
鉤 鈎 U+9264 U+920E
鉤 钩 U+9264 U+94A9
鉶 䤯 U+9276 U+492F
鉹 𨥌 U+9279 U+2894C
銜 衘 U+929C U+8858
銜 啣 U+929C U+2F844
銜 㘅 U+929C U+3605
銜 𠼫 U+929C U+20F2B
銜 𠾑 U+929C U+20F91
銜 啣 U+929C U+5563
銜 㗸 U+929C U+35F8
銜 𠷢 U+929C U+20DE2
銳 𨦣 U+92B3 U+289A3
銳 鋭 U+92B3 U+92ED
鋄 錽 U+92C4 U+933D
鋒 𨦟 U+92D2 U+2899F
鋘 𨦚 U+92D8 U+2899A
鋝 𨫏 U+92DD U+28ACF
鋦 𨦴 U+92E6 U+289B4
鋩 釯 U+92E9 U+91EF
鋩 𨦵 U+92E9 U+289B5
鋪 舖 U+92EA U+8216
鋪 舗 U+92EA U+8217
錄 録 U+9304 U+9332
錡 𨪆 U+9321 U+28A86
錫 㒪 U+932B U+34AA
錯 䥘 U+932F U+4958
鍋 𩰭 U+934B U+29C2D
鍐 𨩻 U+9350 U+28A7B
鍛 煅 U+935B U+7145
鍛 𤊳 U+935B U+242B3
鍛 𨩷 U+935B U+28A77
鍥 䤿 U+9365 U+493F
鍪 䥐 U+936A U+4950
鍬 鍫 U+936C U+936B
鍱 𨧲 U+9371 U+289F2
鍵 𨵭 U+9375 U+28D6D
鍵 𨭙 U+9375 U+28B59
鍾 钟 U+937E U+949F
鍾 鈡 U+937E U+9221
鎖 𩪑 U+9396 U+29A91
鎖 鏁 U+9396 U+93C1
鎖 鎻 U+9396 U+93BB
鎚 𨮀 U+939A U+28B80
鎩 𨭝 U+93A9 U+28B5D
鎪 䤹 U+93AA U+4939
鎮 鎭 U+93AE U+93AD
鏊 𨫼 U+93CA U+28AFC
鏍 𨯤 U+93CD U+28BE4
鏑 𨬙 U+93D1 U+28B19
鏑 𨫢 U+93D1 U+28AE2
鏘 𢐓 U+93D8 U+22413
鏝 𨭜 U+93DD U+28B5C
鏟 𨪑 U+93DF U+28A91
鏟 𨩱 U+93DF U+28A71
鏢 𨮬 U+93E2 U+28BAC
鏤 𨩐 U+93E4 U+28A50
鏽 銹 U+93FD U+92B9
鏽 锈 U+93FD U+9508
鏽 鏥 U+93FD U+93E5
鏾 𠜎 U+93FE U+2070E
鐙 𩍐 U+9419 U+29350
鐙 𨭕 U+9419 U+28B55
鐫 𩀟 U+942B U+2901F
鐵 𨬿 U+9435 U+28B3F
鐵 𨫓 U+9435 U+28AD3
鐵 𨦘 U+9435 U+28998
鐵 䥫 U+9435 U+496B
鐵 銕 U+9435 U+9295
鐵 𨮯 U+9435 U+28BAF
鐵 鉄 U+9435 U+9244
鐵 鐡 U+9435 U+9421
鐸 鈬 U+9438 U+922C
鐻 𨬀 U+943B U+28B00
鑄 鋳 U+9444 U+92F3
鑄 𤎧 U+9444 U+243A7
鑊 𨯟 U+944A U+28BDF
鑌 𨮘 U+944C U+28B98
鑒 鍳 U+9452 U+9373
鑢 䥨 U+9462 U+4968
鑣 䮽 U+9463 U+4BBD
鑯 𨯒 U+946F U+28BD2
鑽 鑚 U+947D U+945A
鑽 𨉖 U+947D U+28256
鑿 𣫞 U+947F U+23ADE
鑿 𨰒 U+947F U+28C12
鑿 𨰢 U+947F U+28C22
钂 镋 U+9482 U+954B
長 镸 U+9577 U+9578
長 𠑷 U+9577 U+20477
長 𠑿 U+9577 U+2047F
長 𠑻 U+9577 U+2047B
長 𠤐 U+9577 U+20910
長 𠔊 U+9577 U+2050A
門 门 U+9580 U+95E8
閉 𨳰 U+9589 U+28CF0
閉 閇 U+9589 U+9587
開 𨴂 U+958B U+28D02
閏 𥹿 U+958F U+25E7F
閒 𨳡 U+9592 U+28CE1
閤 阖 U+95A4 U+9616
閬 𨶗 U+95AC U+28D97
閱 閲 U+95B1 U+95B2
閱 阅 U+95B1 U+9605
